unix_time,timezone,datetime,station_id,unk1,unk2,unk3,lat,long,rain,temp,humidity,pressure,wind_speed,wind_dir,uv,co2,pm1,pm25,pm4,pm10,light_r,light_g,light_b,light_ir,light_vis
1769449896,Asia/Bangkok,2026-01-27 00:51:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,21.49,76.09,1011.54,0.00,315,0.05,449,21.94,23.38,23.51,23.58,0.00,0.00,0.00,0.00,0.00
1769450196,Asia/Bangkok,2026-01-27 00:56:00,S1-0000898463,860384061494164,93.90,100,14.15907955,101.34616089,0.00,21.57,75.43,1011.51,0.00,301,0.03,437,32.20,34.41,34.46,34.55,0.00,0.00,0.00,0.00,0.00
1769450496,Asia/Bangkok,2026-01-27 01:01:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,21.71,75.07,1011.43,0.00,291,0.03,479,24.86,28.52,30.34,31.25,0.00,0.00,0.00,0.00,0.00
1769450796,Asia/Bangkok,2026-01-27 01:06:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,21.80,76.03,1011.41,0.00,315,0.02,466,19.95,21.35,21.30,21.41,0.00,0.00,0.00,0.00,0.00
1769451097,Asia/Bangkok,2026-01-27 01:11:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,21.79,77.00,1011.36,0.00,302,0.03,479,24.80,26.23,26.23,26.23,0.00,0.00,0.00,0.00,0.00
1769451398,Asia/Bangkok,2026-01-27 01:16:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,21.67,77.28,1011.31,0.00,302,0.02,485,27.92,29.80,30.02,30.13,0.00,0.00,0.00,0.00,0.00
1769451697,Asia/Bangkok,2026-01-27 01:21:00,S1-0000898463,860384061494164,93.90,100,14.15907955,101.34616089,0.00,21.04,79.66,1011.48,2.63865,188,0.04,510,37.08,39.22,39.22,39.22,0.00,0.00,0.00,0.00,0.00
1769451997,Asia/Bangkok,2026-01-27 01:26:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,20.93,77.13,1011.45,2.352168,170,0.04,499,25.95,27.44,27.44,27.44,0.00,0.00,0.00,0.00,0.00
1769452297,Asia/Bangkok,2026-01-27 01:31:00,S1-0000898463,860384061494164,93.12,100,14.15907955,101.34616089,0.00,20.94,76.84,1011.43,3.483018,177,0.01,487,42.76,45.36,45.48,45.54,0.00,0.00,0.00,0.00,0.00
1769452597,Asia/Bangkok,2026-01-27 01:36:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,21.04,76.46,1011.38,2.766813,182,0.02,492,29.64,31.34,31.34,31.34,0.00,0.00,0.00,0.00,0.00
1769452897,Asia/Bangkok,2026-01-27 01:41:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,21.08,76.42,1011.43,0.00,194,0.01,489,36.31,41.69,44.06,45.25,0.00,0.00,0.00,0.00,0.00
1769453197,Asia/Bangkok,2026-01-27 01:46:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,21.06,76.50,1011.35,0.00,186,0.04,497,40.39,43.09,42.83,42.83,0.00,0.00,0.00,0.00,0.00
1769453497,Asia/Bangkok,2026-01-27 01:51:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,21.02,76.50,1011.34,0.00,212,0.01,489,28.20,29.82,29.82,29.82,0.00,0.00,0.00,0.00,0.00
1769453797,Asia/Bangkok,2026-01-27 01:56:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.96,76.37,1011.29,0.00,186,0.02,497,32.81,35.49,35.31,35.31,0.00,0.00,0.00,0.00,0.00
1769454097,Asia/Bangkok,2026-01-27 02:01:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.93,76.18,1011.32,0.00,223,0.02,487,28.92,31.60,32.08,32.32,0.00,0.00,0.00,0.00,0.00
1769454397,Asia/Bangkok,2026-01-27 02:06:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.89,76.10,1011.28,0.00,173,0.03,487,38.32,40.52,40.52,40.52,0.00,0.00,0.00,0.00,0.00
1769454697,Asia/Bangkok,2026-01-27 02:11:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.89,75.93,1011.22,0.00,180,0.03,492,33.34,35.42,35.55,35.62,0.00,0.00,0.00,0.00,0.00
1769454997,Asia/Bangkok,2026-01-27 02:16:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.90,76.13,1011.18,0.00,118,0.03,484,35.39,37.43,37.43,37.43,0.00,0.00,0.00,0.00,0.00
1769455297,Asia/Bangkok,2026-01-27 02:21:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.95,75.82,1011.17,0.00,84,0.04,486,31.80,33.63,33.63,33.63,0.00,0.00,0.00,0.00,0.00
1769455597,Asia/Bangkok,2026-01-27 02:26:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,21.02,76.79,1011.15,0.00,338,0.03,501,32.90,36.98,37.96,38.62,0.00,0.00,0.00,0.00,0.00
1769455897,Asia/Bangkok,2026-01-27 02:31:00,S1-0000898463,860384061494164,93.12,100,14.15889645,101.34606171,0.00,20.92,77.93,1011.16,0.00,300,0.01,501,34.27,39.80,42.05,43.31,0.00,0.00,0.00,0.00,0.00
1769456197,Asia/Bangkok,2026-01-27 02:36:00,S1-0000898463,860384061494164,92.29,100,14.15904331,101.34606171,0.00,20.58,78.26,1011.08,0.00,307,0.03,505,30.91,33.74,33.50,33.62,0.00,0.00,0.00,0.00,0.00
1769456497,Asia/Bangkok,2026-01-27 02:41:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,20.28,79.59,1011.09,0.090468,327,0.04,508,26.54,28.50,28.85,29.02,0.00,0.00,0.00,0.00,0.00
1769456798,Asia/Bangkok,2026-01-27 02:46:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,20.06,80.05,1011.10,0.00,312,0.02,511,35.84,37.90,37.90,37.90,0.00,0.00,0.00,0.00,0.00
1769457097,Asia/Bangkok,2026-01-27 02:51:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,20.01,80.06,1011.07,0.00,315,0.04,505,30.90,32.68,32.68,32.68,0.00,0.00,0.00,0.00,0.00
1769457398,Asia/Bangkok,2026-01-27 02:56:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,19.98,80.43,1011.06,0.00,334,0.02,510,42.44,46.81,48.38,49.17,0.00,0.00,0.00,0.00,0.00
1769457698,Asia/Bangkok,2026-01-27 03:01:00,S1-0000898463,860384061494164,92.29,100,14.15904331,101.34606171,0.00,19.88,80.69,1011.11,0.00,312,0.03,508,26.63,30.79,32.36,33.15,0.00,0.00,0.00,0.00,0.00
1769457998,Asia/Bangkok,2026-01-27 03:06:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,19.81,80.66,1011.14,0.00,296,0.03,515,29.18,31.07,31.25,31.34,0.00,0.00,0.00,0.00,0.00
1769458298,Asia/Bangkok,2026-01-27 03:11:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,19.69,80.94,1011.11,0.00,313,0.01,516,31.65,33.47,33.47,33.47,0.00,0.00,0.00,0.00,0.00
1769458598,Asia/Bangkok,2026-01-27 03:16:00,S1-0000898463,860384061494164,93.12,100,14.15904331,101.34606171,0.00,19.64,80.59,1011.05,0.00,335,0.02,505,30.78,33.07,32.74,32.74,0.00,0.00,0.00,0.00,0.00
1769458898,Asia/Bangkok,2026-01-27 03:21:00,S1-0000898463,860384061494164,92.29,100,14.15904331,101.34606171,0.00,19.59,80.48,1011.10,0.00,342,0.03,507,28.99,32.42,33.28,33.79,0.00,0.00,0.00,0.00,0.00
1769459198,Asia/Bangkok,2026-01-27 03:26:00,S1-0000898463,860384061494164,92.29,100,14.15904331,101.34606171,0.00,19.60,80.52,1011.10,0.00,305,0.01,508,24.10,26.97,28.17,28.16,0.00,0.00,0.00,0.00,0.00
1769459498,Asia/Bangkok,2026-01-27 03:31:00,S1-0000898463,860384061494164,92.29,100,14.15904331,101.34606171,0.00,19.61,80.18,1011.09,0.00,294,0.02,503,28.97,31.52,32.23,32.60,0.00,0.00,0.00,0.00,0.00
1769459798,Asia/Bangkok,2026-01-27 03:36:00,S1-0000898463,860384061494164,93.12,100,14.15896225,101.34591675,0.00,19.61,81.17,1011.12,0.00,299,0.02,501,29.67,33.53,34.43,35.05,0.00,0.00,0.00,0.00,0.00
1769460098,Asia/Bangkok,2026-01-27 03:41:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.62,80.42,1011.13,0.00,299,0.02,504,29.78,31.49,31.49,31.49,0.00,0.00,0.00,0.00,0.00
1769460398,Asia/Bangkok,2026-01-27 03:46:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.64,80.00,1011.16,0.00,307,0.02,497,31.98,34.79,34.75,35.14,0.00,0.00,0.00,0.00,0.00
1769460698,Asia/Bangkok,2026-01-27 03:51:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.69,80.14,1011.16,0.00,297,0.04,505,23.30,25.75,26.66,27.12,0.00,0.00,0.00,0.00,0.00
1769460998,Asia/Bangkok,2026-01-27 03:56:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.71,80.08,1011.18,0.00,326,0.02,505,25.66,27.54,27.36,27.36,0.00,0.00,0.00,0.00,0.00
1769461298,Asia/Bangkok,2026-01-27 04:01:00,S1-0000898463,860384061494164,93.12,100,14.15896225,101.34591675,0.00,19.73,79.85,1011.21,0.00,326,0.03,508,28.16,30.20,30.55,30.72,0.00,0.00,0.00,0.00,0.00
1769461598,Asia/Bangkok,2026-01-27 04:06:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.70,79.74,1011.21,0.00,334,0.02,494,39.37,41.63,41.63,41.63,0.00,0.00,0.00,0.00,0.00
1769461898,Asia/Bangkok,2026-01-27 04:11:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.68,79.62,1011.26,0.00,307,0.01,487,34.33,38.00,39.38,40.07,0.00,0.00,0.00,0.00,0.00
1769462198,Asia/Bangkok,2026-01-27 04:16:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.64,80.17,1011.31,0.00,338,0.01,492,29.18,30.85,30.85,30.85,0.00,0.00,0.00,0.00,0.00
1769462499,Asia/Bangkok,2026-01-27 04:21:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.61,80.36,1011.34,0.00,317,0.02,501,28.38,29.47,28.84,28.96,0.00,0.00,0.00,0.00,0.00
1769462799,Asia/Bangkok,2026-01-27 04:26:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.48,80.95,1011.40,0.00,178,0.01,493,39.30,41.56,41.56,41.56,0.00,0.00,0.00,0.00,0.00
1769463099,Asia/Bangkok,2026-01-27 04:31:00,S1-0000898463,860384061494164,92.29,100,14.15896225,101.34591675,0.00,19.41,80.69,1011.38,0.00,331,0.04,491,27.98,30.88,31.17,31.48,0.00,0.00,0.00,0.00,0.00
1769463399,Asia/Bangkok,2026-01-27 04:36:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.34,80.44,1011.38,0.00,331,0.03,499,26.41,29.01,29.89,30.34,0.00,0.00,0.00,0.00,0.00
1769463699,Asia/Bangkok,2026-01-27 04:41:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.33,81.07,1011.44,0.00,327,0.02,489,30.10,34.54,36.30,37.26,0.00,0.00,0.00,0.00,0.00
1769463999,Asia/Bangkok,2026-01-27 04:46:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.27,81.45,1011.44,0.7539,330,0.03,501,29.86,31.58,31.58,31.58,0.00,0.00,0.00,0.00,0.00
1769464299,Asia/Bangkok,2026-01-27 04:51:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.21,82.31,1011.43,0.00,313,0.02,507,39.51,43.53,44.95,45.66,0.00,0.00,0.00,0.00,0.00
1769464599,Asia/Bangkok,2026-01-27 04:56:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.11,82.25,1011.51,2.63865,339,0.02,514,36.83,39.23,39.45,39.56,0.00,0.00,0.00,0.00,0.00
1769464899,Asia/Bangkok,2026-01-27 05:01:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.12,82.11,1011.60,0.00,295,0.02,508,35.97,38.22,38.36,38.04,0.00,0.00,0.00,0.00,0.00
1769465199,Asia/Bangkok,2026-01-27 05:06:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.05,82.28,1011.62,0.00,332,0.03,512,41.06,45.40,47.01,47.82,0.00,0.00,0.00,0.00,0.00
1769465499,Asia/Bangkok,2026-01-27 05:11:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,19.00,82.35,1011.61,0.00,312,0.05,515,34.27,36.24,36.24,36.24,0.00,0.00,0.00,0.00,0.00
1769465799,Asia/Bangkok,2026-01-27 05:16:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,18.99,82.13,1011.70,0.00,314,0.02,513,34.60,36.59,36.59,36.59,0.00,0.00,0.00,0.00,0.00
1769466100,Asia/Bangkok,2026-01-27 05:21:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,18.89,82.57,1011.71,0.00,65,0.03,514,30.11,34.14,37.01,38.33,0.00,0.00,0.00,0.00,0.00
1769466399,Asia/Bangkok,2026-01-27 05:26:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,18.73,82.51,1011.78,0.324177,26,0.02,500,35.74,37.79,37.79,37.79,0.00,0.00,0.00,0.00,0.00
1769466699,Asia/Bangkok,2026-01-27 05:31:00,S1-0000898463,860384061494164,92.29,100,14.15902138,101.34607697,0.00,18.74,82.63,1011.85,0.00,345,0.02,502,34.97,38.18,39.16,39.65,0.00,0.00,0.00,0.00,0.00
1769466999,Asia/Bangkok,2026-01-27 05:36:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.73,82.39,1011.87,0.00,16,0.02,503,33.37,35.97,36.52,36.80,0.00,0.00,0.00,0.00,0.00
1769467299,Asia/Bangkok,2026-01-27 05:41:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34607697,0.00,18.70,82.14,1011.95,0.00,211,0.03,505,26.58,33.43,37.38,39.37,0.00,0.00,0.00,0.00,0.00
1769467601,Asia/Bangkok,2026-01-27 05:46:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.62,82.15,1012.04,0.00,182,0.02,505,30.22,32.07,32.59,32.63,0.00,0.00,0.00,0.00,0.00
1769467900,Asia/Bangkok,2026-01-27 05:51:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34607697,0.00,18.59,82.18,1012.13,0.00,88,0.07,505,26.07,27.57,27.57,27.57,0.00,0.00,0.00,0.00,0.00
1769468199,Asia/Bangkok,2026-01-27 05:56:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34607697,0.00,18.68,80.71,1012.13,0.00,56,0.03,491,33.14,35.52,35.91,36.10,0.00,0.00,0.00,0.00,0.00
1769468500,Asia/Bangkok,2026-01-27 06:01:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34607697,0.00,18.83,80.53,1012.16,0.00,18,0.060708,495,27.05,28.13,28.42,28.57,0.00,0.00,0.00,0.00,0.27
1769468800,Asia/Bangkok,2026-01-27 06:06:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.92,80.58,1012.23,0.00,7,0.060708,503,44.56,47.12,47.12,47.12,0.0016,0.0015,0.0016,0.0016,0.27
1769469100,Asia/Bangkok,2026-01-27 06:11:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34607697,0.00,18.98,81.43,1012.34,0.00,203,0.03,500,36.31,39.60,40.42,41.14,0.0016,0.0015,0.0016,0.0016,0.00
1769469400,Asia/Bangkok,2026-01-27 06:16:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.98,81.52,1012.45,0.00,261,0.06082,508,40.06,42.36,42.36,42.36,0.0016,0.0015,0.0016,0.0016,0.55
1769469700,Asia/Bangkok,2026-01-27 06:21:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.97,81.72,1012.55,0.00,264,0.061916,513,39.46,41.72,41.22,42.15,0.0024,0.0045,0.0032,0.0008,3.29
1769470000,Asia/Bangkok,2026-01-27 06:26:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.91,82.04,1012.69,0.00,255,0.066712,517,43.96,50.19,53.19,54.70,0.0128,0.021,0.0176,0.0048,15.28
1769470300,Asia/Bangkok,2026-01-27 06:31:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34607697,0.00,18.88,81.93,1012.73,0.00,263,0.084896,509,42.37,44.80,44.80,44.80,0.0536,0.083145,0.065824,0.0208,60.74
1769470600,Asia/Bangkok,2026-01-27 06:36:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34597778,0.00,18.87,82.22,1012.82,0.00,215,0.132424,510,41.21,44.90,45.98,46.52,0.1536,0.246495,0.192,0.048,179.56
1769470900,Asia/Bangkok,2026-01-27 06:41:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34597778,0.00,18.80,82.24,1012.86,0.00,206,0.222956,508,33.54,36.34,36.64,36.78,0.322672,0.556995,0.444272,0.08,405.89
1769471200,Asia/Bangkok,2026-01-27 06:46:00,S1-0000898463,860384061494164,91.40,100,14.15905190,101.34597778,0.00,18.80,81.77,1012.90,0.00,212,0.35674,506,41.35,43.89,44.02,44.09,0.553072,1.015245,0.8344,0.12096,740.35
1769471500,Asia/Bangkok,2026-01-27 06:51:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.79,81.74,1013.00,0.00,220,0.537652,513,41.46,43.84,43.84,43.84,0.8872,1.634505,1.348,0.209376,1192.63
1769471800,Asia/Bangkok,2026-01-27 06:56:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.82,81.64,1013.13,0.00,287,0.754988,516,43.83,46.35,46.35,46.35,1.298672,2.37825,1.948528,0.312,1735.97
1769472101,Asia/Bangkok,2026-01-27 07:01:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.83,82.72,1013.15,0.00,286,0.99808,539,34.59,39.83,41.24,42.02,1.758672,3.210495,2.6096,0.418128,2343.70
1769472400,Asia/Bangkok,2026-01-27 07:06:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.83,82.86,1013.29,0.00,282,1.266784,542,44.02,46.55,46.55,46.55,2.2712,4.1295,3.319472,0.531728,3015.46
1769472700,Asia/Bangkok,2026-01-27 07:11:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.85,82.28,1013.36,0.00,185,1.553024,505,43.46,45.96,45.96,45.96,2.810928,5.10975,4.069328,0.6432,3731.06
1769473000,Asia/Bangkok,2026-01-27 07:16:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,18.91,82.28,1013.41,0.00,191,1.847044,518,44.42,47.23,47.44,47.54,3.3552,6.115005,4.8504,0.753136,4466.11
1769473300,Asia/Bangkok,2026-01-27 07:21:00,S1-0000898463,860384061494164,92.29,100,14.15905190,101.34597778,0.00,19.01,82.22,1013.43,0.00,201,2.129556,512,33.31,37.38,39.14,40.02,3.870128,7.083,5.6184,0.856,5172.39
1769473602,Asia/Bangkok,2026-01-27 07:26:00,S1-0000898463,860384061494164,93.12,100,14.15905190,101.34597778,0.00,19.13,81.57,1013.49,0.00,186,2.418608,495,47.38,52.89,55.15,56.29,4.3904,8.071995,6.404,0.9624,5895.02
1769473900,Asia/Bangkok,2026-01-27 07:31:00,S1-0000898463,860384061494164,93.12,100,14.15905190,101.34597778,0.00,19.29,80.96,1013.53,0.00,176,2.669336,524,48.26,51.12,51.19,51.22,4.829072,8.928255,7.1216,1.048912,6521.84
1769474201,Asia/Bangkok,2026-01-27 07:36:00,S1-0000898463,860384061494164,92.29,100,14.15900707,101.34612274,0.00,19.45,80.10,1013.59,2.2617,186,2.936504,517,37.54,40.99,42.03,41.71,5.302928,9.84525,7.872272,1.150128,7189.76
1769474501,Asia/Bangkok,2026-01-27 07:41:00,S1-0000898463,860384061494164,93.90,100,14.15900707,101.34612274,0.00,19.64,79.39,1013.64,0.00,186,3.192712,514,33.10,34.50,34.50,34.50,5.745872,10.719,8.6016,1.247088,7830.28
1769474801,Asia/Bangkok,2026-01-27 07:46:00,S1-0000898463,860384061494164,93.90,100,14.15900707,101.34612274,0.00,19.97,77.78,1013.69,3.339777,177,3.443916,505,35.06,38.54,39.74,40.34,6.184528,11.578995,9.3152,1.351536,8458.29
1769475101,Asia/Bangkok,2026-01-27 07:51:00,S1-0000898463,860384061494164,93.90,100,14.15900707,101.34612274,0.00,20.39,76.74,1013.78,2.2617,177,3.680468,490,31.51,34.61,35.66,36.19,6.615776,12.38121,10.000224,1.439536,9049.67
1769475401,Asia/Bangkok,2026-01-27 07:56:00,S1-0000898463,860384061494164,93.90,100,14.15900707,101.34612274,0.00,20.79,76.05,1013.86,0.00,208,3.910848,498,29.13,31.55,32.16,32.46,7.04736,13.177755,10.6712,1.53408,9625.62
1769475701,Asia/Bangkok,2026-01-27 08:01:00,S1-0000898463,860384061494164,94.61,100,14.15900707,101.34612274,0.00,21.22,75.29,1013.99,0.00,145,4.172464,491,30.44,34.47,36.33,37.26,7.527728,14.074755,11.353872,1.650672,10279.66
1769476001,Asia/Bangkok,2026-01-27 08:06:00,S1-0000898463,860384061494164,95.27,100,14.15900707,101.34612274,0.00,21.72,74.59,1013.99,0.00,63,4.45534,497,34.79,36.79,36.79,36.79,7.9176,15.03879,12.052336,1.765488,10986.85
1769476301,Asia/Bangkok,2026-01-27 08:11:00,S1-0000898463,860384061494164,95.27,100,14.15900707,101.34612274,0.00,22.18,73.86,1014.12,0.00,184,4.711476,487,30.01,31.74,31.74,31.74,8.319728,15.916995,12.739472,1.9216,11627.19
1769476602,Asia/Bangkok,2026-01-27 08:16:00,S1-0000898463,860384061494164,96.41,100,14.15900707,101.34612274,0.00,22.67,72.78,1014.18,0.00,316,4.987484,494,32.73,34.62,34.62,34.62,9.0968,16.8615,13.396336,2.050848,12317.21
1769476901,Asia/Bangkok,2026-01-27 08:21:00,S1-0000898463,860384061494164,96.41,100,14.15900707,101.34612274,0.00,23.13,71.59,1014.25,0.00,339,5.28852,472,34.34,39.41,41.93,43.19,9.7824,17.892,14.547728,2.265872,13069.80
1769477201,Asia/Bangkok,2026-01-27 08:26:00,S1-0000898463,860384061494164,97.32,100,14.15900707,101.34612274,0.00,23.41,72.54,1014.31,0.00,335,6.649096,489,33.23,35.14,35.14,35.14,10.436576,22.557255,15.463312,2.632272,16471.24
1769477501,Asia/Bangkok,2026-01-27 08:31:00,S1-0000898463,860384061494164,97.32,100,14.15900707,101.34612274,0.00,23.70,71.59,1014.36,0.00,343,7.331904,475,30.07,31.98,32.14,32.21,11.850128,24.892755,16.954672,4.718176,18178.26
1769477801,Asia/Bangkok,2026-01-27 08:36:00,S1-0000898463,860384061494164,97.69,100,14.15907955,101.34607697,0.00,24.08,70.17,1014.43,0.00,315,8.059172,465,30.16,32.11,31.92,31.92,15.739552,27.36579,19.950928,4.7616,19996.43
1769478101,Asia/Bangkok,2026-01-27 08:41:00,S1-0000898463,860384061494164,98.00,100,14.15907955,101.34607697,0.00,24.51,70.19,1014.49,0.00,321,9.499204,485,26.28,27.63,29.07,29.37,21.5768,32.31675,20.8256,5.313872,23596.51
1769478401,Asia/Bangkok,2026-01-27 08:46:00,S1-0000898463,860384061494164,98.25,100,14.15907955,101.34607697,0.00,25.19,69.80,1014.53,0.00,322,10.745504,469,26.42,27.93,27.93,27.93,18.066128,36.579495,22.2808,5.334928,26712.26
1769478701,Asia/Bangkok,2026-01-27 08:51:00,S1-0000898463,860384061494164,98.45,100,14.15907955,101.34607697,0.00,25.76,68.36,1014.58,0.00,313,9.862236,481,24.16,26.14,26.61,26.85,18.909872,33.54579,24.742176,6.788576,24504.09
1769479001,Asia/Bangkok,2026-01-27 08:56:00,S1-0000898463,860384061494164,98.58,100,14.15907955,101.34607697,0.00,26.24,67.55,1014.59,0.00,315,10.077856,473,28.40,30.28,30.48,30.58,24.101328,34.29129,24.174928,6.065136,25043.14
