unix_time,timezone,datetime,station_id,unk1,unk2,unk3,lat,long,rain,temp,humidity,pressure,wind_speed,wind_dir,uv,co2,pm1,pm25,pm4,pm10,light_r,light_g,light_b,light_ir,light_vis
1757054261,Asia/Bangkok,2025-09-05 13:37:00,S1-0000898463,860384061494164,91.40,100,13.69770908,100.70151520,0.00,33.97,48.97,1006.68,0.00,125,0.02,1075,0.72,0.51,0.51,0.51,0.00,0.00,0.00,0.00,0.00
1757054561,Asia/Bangkok,2025-09-05 13:42:00,S1-0000898463,860384061494164,95.27,100,13.69770908,100.70151520,0.00,33.94,49.44,1006.56,0.00,125,0.02,1086,0.69,0.73,0.73,0.73,0.00,0.00,0.00,0.00,0.00
1757054861,Asia/Bangkok,2025-09-05 13:47:00,S1-0000898463,860384061494164,95.87,100,13.69770908,100.70151520,0.00,33.92,50.91,1006.51,0.00,125,0.04,1047,0.73,0.83,0.90,0.93,0.00,0.00,0.00,0.00,0.00
1757055161,Asia/Bangkok,2025-09-05 13:52:00,S1-0000898463,860384061494164,95.87,100,13.69770908,100.70151520,0.00,33.93,49.81,1006.49,0.00,125,0.05,1034,0.56,1.04,1.54,1.78,0.00,0.00,0.00,0.00,0.00
1757055462,Asia/Bangkok,2025-09-05 13:57:00,S1-0000898463,860384061494164,96.90,100,13.69770908,100.70151520,0.00,33.91,48.74,1006.48,0.00,125,0.02,1029,1.12,1.37,1.81,2.03,0.00,0.00,0.00,0.00,0.00
1757055761,Asia/Bangkok,2025-09-05 14:02:00,S1-0000898463,860384061494164,96.41,100,13.69770908,100.70151520,0.00,33.83,48.56,1006.44,0.00,125,0.03,1062,0.64,1.02,1.31,1.45,0.00,0.00,0.00,0.00,0.00
1757056173,Asia/Bangkok,2025-09-05 14:09:00,S1-0000898463,860384061494164,97.69,100,13.69770908,100.70151520,0.00,33.75,49.37,1006.41,0.00,125,0.02,1051,0.62,0.81,0.94,1.00,0.00,0.00,0.00,0.00,0.00
1757056370,Asia/Bangkok,2025-09-05 14:12:00,S1-0000898463,860384061494164,97.32,100,13.69829273,100.70162964,0.00,33.68,49.78,1006.35,0.00,125,0.02,1061,0.68,0.70,0.70,0.70,0.00,0.00,0.00,0.00,0.00
1757056662,Asia/Bangkok,2025-09-05 14:17:00,S1-0000898463,860384061494164,97.32,100,13.69829273,100.70162964,0.00,33.63,49.87,1006.32,0.00,125,0.04,1061,1.81,2.82,3.58,3.96,0.00,0.00,0.00,0.00,0.00
1757056962,Asia/Bangkok,2025-09-05 14:22:00,S1-0000898463,860384061494164,98.00,100,13.69829273,100.70162964,0.00,33.57,49.70,1006.26,0.00,125,0.02,1071,0.66,0.69,0.81,0.87,0.00,0.00,0.00,0.00,0.00
1757057262,Asia/Bangkok,2025-09-05 14:27:00,S1-0000898463,860384061494164,98.00,100,13.69829273,100.70162964,0.00,33.49,49.98,1006.15,0.00,125,0.02,1074,0.33,1.35,2.26,2.71,0.00,0.00,0.00,0.00,0.00
1757057312,Asia/Bangkok,2025-09-05 14:28:00,S1-0000898463,860384061494164,98.00,100,13.69829273,100.70162964,0.00,33.49,49.98,1006.15,0.00,125,0.02,1074,0.33,1.35,2.26,2.71,0.00,0.00,0.00,0.00,0.00
1757057562,Asia/Bangkok,2025-09-05 14:32:00,S1-0000898463,860384061494164,98.00,100,13.69829273,100.70162964,0.00,33.43,49.91,1006.03,0.00,125,0.02,1087,0.69,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00
1757057862,Asia/Bangkok,2025-09-05 14:37:00,S1-0000898463,860384061494164,98.25,100,13.69829273,100.70162964,0.00,33.35,49.74,1005.91,0.00,125,0.03,1083,1.11,2.14,2.90,3.28,0.00,0.00,0.00,0.00,0.00
1757058162,Asia/Bangkok,2025-09-05 14:42:00,S1-0000898463,860384061494164,98.25,100,13.69829273,100.70162964,0.00,33.25,49.75,1005.76,0.00,125,0.04,1100,0.66,0.49,0.58,0.62,0.00,0.00,0.00,0.00,0.00
1757058462,Asia/Bangkok,2025-09-05 14:47:00,S1-0000898463,860384061494164,98.25,100,13.69829273,100.70162964,0.00,33.16,50.79,1005.72,0.00,125,0.01,1070,1.29,1.37,1.37,1.37,0.00,0.00,0.00,0.00,0.00
1757059062,Asia/Bangkok,2025-09-05 14:57:00,S1-0000898463,860384061494164,98.25,100,13.69829273,100.70162964,0.00,33.01,49.43,1005.63,0.00,125,0.02,1074,0.33,1.89,3.14,3.77,0.00,0.00,0.00,0.00,0.00
1757059662,Asia/Bangkok,2025-09-05 15:07:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,33.00,54.45,1005.68,0.00,125,0.03,804,0.59,0.94,1.31,1.50,0.00,0.00,0.00,0.00,0.00
1757059962,Asia/Bangkok,2025-09-05 15:12:00,S1-0000898463,860384061494164,98.25,100,13.69830894,100.70170593,0.00,33.12,52.83,1005.69,0.00,125,0.01,865,0.70,0.57,0.57,0.57,0.00,0.00,0.00,0.00,0.00
1757060262,Asia/Bangkok,2025-09-05 15:17:00,S1-0000898463,860384061494164,98.25,100,13.69830894,100.70170593,0.00,33.16,52.34,1005.76,0.00,125,0.02,905,0.30,1.87,3.14,3.77,0.00,0.00,0.00,0.00,0.00
1757060562,Asia/Bangkok,2025-09-05 15:22:00,S1-0000898463,860384061494164,98.25,100,13.69830894,100.70170593,0.00,33.15,51.59,1006.02,0.00,125,0.02,914,1.26,0.95,0.95,0.95,0.00,0.00,0.00,0.00,0.00
1757061162,Asia/Bangkok,2025-09-05 15:32:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,33.03,52.22,1005.80,0.00,125,0.03,945,0.42,1.26,2.00,2.37,0.00,0.00,0.00,0.00,0.00
1757061463,Asia/Bangkok,2025-09-05 15:37:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,33.00,52.45,1005.78,0.00,125,0.03,944,0.51,1.03,1.53,1.78,0.00,0.00,0.00,0.00,0.00
1757061763,Asia/Bangkok,2025-09-05 15:42:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,33.00,52.61,1005.86,0.00,125,0.03,942,0.71,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00
1757061786,Asia/Bangkok,2025-09-05 15:43:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,33.00,52.61,1005.86,0.00,125,0.03,942,0.71,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00
1757062063,Asia/Bangkok,2025-09-05 15:47:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,32.99,52.59,1005.85,0.00,125,0.04,961,0.32,1.93,3.23,3.88,0.00,0.00,0.00,0.00,0.00
1757062363,Asia/Bangkok,2025-09-05 15:52:00,S1-0000898463,860384061494164,98.45,100,13.69830894,100.70170593,0.00,32.97,52.47,1005.80,0.00,125,0.04,969,0.70,0.71,0.71,0.71,0.00,0.00,0.00,0.00,0.00
1757062662,Asia/Bangkok,2025-09-05 15:57:00,S1-0000898463,860384061494164,98.58,100,13.69830894,100.70170593,0.00,32.93,52.82,1005.82,0.00,125,0.04,981,0.09,1.24,2.12,2.57,0.00,0.00,0.00,0.00,0.00
1757063332,Asia/Bangkok,2025-09-05 16:08:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.84,53.06,1005.63,0.00,125,0.03,1008,1.29,1.37,1.37,1.37,0.00,0.00,0.00,0.00,0.00
1757063563,Asia/Bangkok,2025-09-05 16:12:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.79,53.11,1005.57,0.00,125,0.02,1013,0.69,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00
1757063863,Asia/Bangkok,2025-09-05 16:17:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.73,53.11,1005.42,0.00,125,0.02,1019,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00
1757064163,Asia/Bangkok,2025-09-05 16:22:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.66,53.41,1005.36,0.00,125,0.02,1022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757064463,Asia/Bangkok,2025-09-05 16:27:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.61,53.64,1005.36,0.00,125,0.03,992,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757064763,Asia/Bangkok,2025-09-05 16:32:00,S1-0000898463,860384061494164,98.58,100,13.69832802,100.70175934,0.00,32.54,53.58,1005.46,0.00,125,0.02,999,0.41,1.81,2.99,3.59,0.00,0.00,0.00,0.00,0.00
1757065063,Asia/Bangkok,2025-09-05 16:37:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.45,53.41,1005.71,0.00,125,0.01,1004,0.68,0.72,0.72,0.72,0.00,0.00,0.00,0.00,0.00
1757065363,Asia/Bangkok,2025-09-05 16:42:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.38,53.62,1006.00,0.00,125,0.02,1013,1.51,3.22,4.39,5.00,0.00,0.00,0.00,0.00,0.00
1757065664,Asia/Bangkok,2025-09-05 16:47:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.33,54.13,1006.12,0.00,125,0.03,1008,0.19,2.28,3.97,4.82,0.00,0.00,0.00,0.00,0.00
1757065963,Asia/Bangkok,2025-09-05 16:52:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.34,54.61,1006.14,0.00,125,0.03,992,0.62,0.68,0.68,0.68,0.00,0.00,0.00,0.00,0.00
1757066263,Asia/Bangkok,2025-09-05 16:57:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.39,54.86,1005.99,0.00,125,0.02,983,1.22,0.81,0.81,0.81,0.00,0.00,0.00,0.00,0.00
1757066563,Asia/Bangkok,2025-09-05 17:02:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.44,55.03,1005.89,0.00,125,0.03,988,0.60,0.99,1.31,1.47,0.00,0.00,0.00,0.00,0.00
1757066954,Asia/Bangkok,2025-09-05 17:09:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.50,55.14,1005.94,0.00,125,0.02,976,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757067254,Asia/Bangkok,2025-09-05 17:14:00,S1-0000898463,860384061494164,98.66,100,13.69832802,100.70175934,0.00,32.57,55.27,1005.94,0.00,125,0.03,984,0.65,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00
1757067554,Asia/Bangkok,2025-09-05 17:19:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.63,55.35,1005.93,0.00,125,0.04,974,0.07,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00
1757067854,Asia/Bangkok,2025-09-05 17:24:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.69,55.43,1005.87,0.00,125,0.03,961,1.72,2.80,3.51,3.87,0.00,0.00,0.00,0.00,0.00
1757068155,Asia/Bangkok,2025-09-05 17:29:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.75,55.48,1005.90,0.00,125,0.04,961,0.67,0.57,0.57,0.57,0.00,0.00,0.00,0.00,0.00
1757068454,Asia/Bangkok,2025-09-05 17:34:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.80,55.48,1005.92,0.00,125,0.03,958,0.50,1.02,1.38,1.55,0.00,0.00,0.00,0.00,0.00
1757068756,Asia/Bangkok,2025-09-05 17:39:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.85,55.50,1005.84,0.00,125,0.02,948,0.63,0.46,0.52,0.54,0.00,0.00,0.00,0.00,0.00
1757069054,Asia/Bangkok,2025-09-05 17:44:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.88,55.60,1005.81,0.00,125,0.03,957,0.69,6.39,11.01,13.33,0.00,0.00,0.00,0.00,0.00
1757069355,Asia/Bangkok,2025-09-05 17:49:00,S1-0000898463,860384061494164,98.68,100,13.69832802,100.70175934,0.00,32.90,55.57,1005.87,0.00,125,0.02,952,0.66,0.64,0.64,0.64,0.00,0.00,0.00,0.00,0.00
1757069593,Asia/Bangkok,2025-09-05 17:53:00,S1-0000898463,860384061494164,98.68,100,13.69840717,100.70198822,0.00,32.92,55.58,1006.04,0.00,125,0.02,941,0.67,0.53,0.56,0.58,0.00,0.00,0.00,0.00,0.00
1757069864,Asia/Bangkok,2025-09-05 17:57:00,S1-0000898463,860384061494164,98.68,100,13.69840717,100.70198822,0.00,32.93,55.56,1006.11,0.00,125,0.04,950,0.30,1.92,3.21,3.87,0.00,0.00,0.00,0.00,0.00
1757070465,Asia/Bangkok,2025-09-05 18:07:00,S1-0000898463,860384061494164,98.68,100,13.69830132,100.70191956,0.00,32.93,55.64,1006.86,0.00,125,0.03,951,0.37,0.43,0.46,0.47,0.00,0.00,0.00,0.00,0.00
1757070764,Asia/Bangkok,2025-09-05 18:12:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.92,55.70,1007.04,0.00,125,0.01,930,0.65,0.69,0.69,0.69,0.00,0.00,0.00,0.00,0.00
1757071064,Asia/Bangkok,2025-09-05 18:17:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.91,55.81,1007.28,0.00,125,0.01,944,0.07,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00
1757071364,Asia/Bangkok,2025-09-05 18:22:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.90,55.91,1007.44,0.00,125,0.03,943,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757071664,Asia/Bangkok,2025-09-05 18:27:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.86,56.00,1007.39,0.00,125,0.02,947,0.40,1.51,2.34,2.76,0.00,0.00,0.00,0.00,0.00
1757071964,Asia/Bangkok,2025-09-05 18:32:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.86,56.09,1007.36,0.00,125,0.03,934,0.24,2.22,3.81,4.61,0.00,0.00,0.00,0.00,0.00
1757072264,Asia/Bangkok,2025-09-05 18:37:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.83,56.21,1007.45,0.00,125,0.02,936,0.45,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00
1757072564,Asia/Bangkok,2025-09-05 18:42:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.81,56.30,1007.41,0.00,125,0.03,932,0.24,1.93,3.23,3.89,0.00,0.00,0.00,0.00,0.00
1757072865,Asia/Bangkok,2025-09-05 18:47:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.79,56.39,1007.34,0.00,125,0.03,929,0.30,1.82,3.00,3.59,0.00,0.00,0.00,0.00,0.00
1757073164,Asia/Bangkok,2025-09-05 18:52:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.77,56.50,1007.58,0.00,125,0.02,913,0.50,1.48,2.29,2.70,0.00,0.00,0.00,0.00,0.00
1757073465,Asia/Bangkok,2025-09-05 18:57:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.74,56.59,1007.55,0.00,125,0.04,903,0.31,1.11,1.86,2.24,0.00,0.00,0.00,0.00,0.00
1757074156,Asia/Bangkok,2025-09-05 19:09:00,S1-0000898463,860384061494164,98.64,100,13.69830132,100.70191956,0.00,32.69,56.83,1007.90,0.00,125,0.02,895,0.64,0.85,1.02,1.11,0.00,0.00,0.00,0.00,0.00
1757074455,Asia/Bangkok,2025-09-05 19:14:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.68,56.93,1007.75,0.00,125,0.02,892,0.48,4.15,7.07,8.54,0.00,0.00,0.00,0.00,0.00
1757074756,Asia/Bangkok,2025-09-05 19:19:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.64,57.07,1007.70,0.00,125,0.03,885,0.31,1.11,1.86,2.24,0.00,0.00,0.00,0.00,0.00
1757075055,Asia/Bangkok,2025-09-05 19:24:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.63,57.18,1008.13,0.00,125,0.04,882,0.55,0.90,1.26,1.45,0.00,0.00,0.00,0.00,0.00
1757075356,Asia/Bangkok,2025-09-05 19:29:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.62,57.30,1008.01,0.00,125,0.03,894,0.64,0.62,0.62,0.62,0.00,0.00,0.00,0.00,0.00
1757075655,Asia/Bangkok,2025-09-05 19:34:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.61,57.39,1008.07,0.00,125,0.03,873,0.32,1.92,3.22,3.87,0.00,0.00,0.00,0.00,0.00
1757075956,Asia/Bangkok,2025-09-05 19:39:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.59,57.48,1008.06,0.00,125,0.01,872,0.24,2.19,3.75,4.53,0.00,0.00,0.00,0.00,0.00
1757076256,Asia/Bangkok,2025-09-05 19:44:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.58,57.59,1007.80,0.00,125,0.02,858,0.14,0.39,0.46,0.50,0.00,0.00,0.00,0.00,0.00
1757076556,Asia/Bangkok,2025-09-05 19:49:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.56,57.70,1007.75,0.00,125,0.03,847,1.07,2.44,2.90,3.27,0.00,0.00,0.00,0.00,0.00
1757076856,Asia/Bangkok,2025-09-05 19:54:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.54,57.79,1007.95,0.00,125,0.03,854,0.61,0.78,0.56,0.56,0.00,0.00,0.00,0.00,0.00
1757077156,Asia/Bangkok,2025-09-05 19:59:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.52,57.91,1008.04,0.00,125,0.04,840,0.07,0.31,0.36,0.39,0.00,0.00,0.00,0.00,0.00
1757077456,Asia/Bangkok,2025-09-05 20:04:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.48,58.02,1008.14,0.00,125,0.01,838,0.21,1.98,3.33,4.00,0.00,0.00,0.00,0.00,0.00
1757077756,Asia/Bangkok,2025-09-05 20:09:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.44,58.12,1008.30,0.00,125,0.04,823,0.31,1.91,3.20,3.85,0.00,0.00,0.00,0.00,0.00
1757078056,Asia/Bangkok,2025-09-05 20:14:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.42,58.23,1008.32,0.00,125,0.03,824,0.31,1.11,1.86,2.24,0.00,0.00,0.00,0.00,0.00
1757078364,Asia/Bangkok,2025-09-05 20:19:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.38,58.32,1008.47,0.00,125,0.03,818,1.09,1.03,1.27,1.39,0.00,0.00,0.00,0.00,0.00
1757078656,Asia/Bangkok,2025-09-05 20:24:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.33,58.43,1008.60,0.00,125,0.01,819,0.56,1.38,2.11,2.48,0.00,0.00,0.00,0.00,0.00
1757078957,Asia/Bangkok,2025-09-05 20:29:00,S1-0000898463,860384061494164,98.55,100,13.69830132,100.70191956,0.00,32.29,58.52,1008.66,0.00,125,0.04,805,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00
1757079564,Asia/Bangkok,2025-09-05 20:39:00,S1-0000898463,860384061494164,98.39,100,13.69830132,100.70191956,0.00,32.23,58.74,1008.68,0.00,125,0.02,808,1.31,1.39,1.23,1.23,0.00,0.00,0.00,0.00,0.00
1757079783,Asia/Bangkok,2025-09-05 20:43:00,S1-0000898463,860384061494164,98.55,100,13.69820309,100.70191956,0.00,32.21,58.81,1008.83,0.00,125,0.05,795,0.57,1.53,2.39,2.82,0.00,0.00,0.00,0.00,0.00
1757080066,Asia/Bangkok,2025-09-05 20:47:00,S1-0000898463,860384061494164,98.39,100,13.69820309,100.70191956,0.00,32.15,58.90,1008.93,0.00,125,0.04,798,0.41,1.36,1.51,1.76,0.00,0.00,0.00,0.00,0.00
1757080366,Asia/Bangkok,2025-09-05 20:52:00,S1-0000898463,860384061494164,98.39,100,13.69820309,100.70191956,0.00,32.12,59.01,1009.05,0.00,125,0.02,801,0.50,1.30,1.71,1.98,0.00,0.00,0.00,0.00,0.00
1757080666,Asia/Bangkok,2025-09-05 20:57:00,S1-0000898463,860384061494164,98.39,100,13.69820309,100.70191956,0.00,32.07,59.10,1009.09,0.00,125,0.02,785,0.65,0.51,0.53,0.54,0.00,0.00,0.00,0.00,0.00
1757081266,Asia/Bangkok,2025-09-05 21:07:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.96,59.32,1009.21,0.00,125,0.02,778,0.63,0.73,0.84,0.89,0.00,0.00,0.00,0.00,0.00
1757081566,Asia/Bangkok,2025-09-05 21:12:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.92,59.41,1009.27,0.00,125,0.04,790,0.14,0.90,1.51,1.81,0.00,0.00,0.00,0.00,0.00
1757081569,Asia/Bangkok,2025-09-05 21:12:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.92,59.41,1009.27,0.00,125,0.04,790,0.14,0.90,1.51,1.81,0.00,0.00,0.00,0.00,0.00
1757081866,Asia/Bangkok,2025-09-05 21:17:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.88,59.52,1009.35,0.00,125,0.01,771,0.68,0.67,0.67,0.67,0.00,0.00,0.00,0.00,0.00
1757082166,Asia/Bangkok,2025-09-05 21:22:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.82,59.61,1009.57,0.00,125,0.02,783,0.63,0.68,0.68,0.68,0.00,0.00,0.00,0.00,0.00
1757082466,Asia/Bangkok,2025-09-05 21:27:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.78,59.73,1009.71,0.00,125,0.03,783,0.45,1.64,2.61,3.09,0.00,0.00,0.00,0.00,0.00
1757082766,Asia/Bangkok,2025-09-05 21:32:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.74,59.80,1009.71,0.00,125,0.04,777,1.26,1.66,1.93,1.83,0.00,0.00,0.00,0.00,0.00
1757083066,Asia/Bangkok,2025-09-05 21:37:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.71,59.92,1009.74,0.00,125,0.04,768,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757083366,Asia/Bangkok,2025-09-05 21:42:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.67,60.00,1009.87,0.00,125,0.03,770,0.35,1.65,1.77,2.10,0.00,0.00,0.00,0.00,0.00
1757083667,Asia/Bangkok,2025-09-05 21:47:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.63,60.09,1009.97,0.00,125,0.03,776,0.64,0.97,1.22,1.34,0.00,0.00,0.00,0.00,0.00
1757083966,Asia/Bangkok,2025-09-05 21:52:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.61,60.13,1009.99,0.00,125,0.02,772,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757084267,Asia/Bangkok,2025-09-05 21:57:00,S1-0000898463,860384061494164,98.39,100,13.69759941,100.70125580,0.00,31.57,60.26,1010.05,0.00,125,0.03,777,0.94,2.50,3.67,4.25,0.00,0.00,0.00,0.00,0.00
